uuid,pedestrian_entrance_uuid,geometry
walkway_9915,pedestrian_11225312049,Point (127.0155038 37.5207311)
walkway_9916,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9917,pedestrian_1965713684,Point (127.0127345 37.4878003)
walkway_9918,pedestrian_1694783061,Point (127.0411615 37.4828023)
walkway_9919,pedestrian_3011650451,Point (127.0476582 37.473496)
walkway_9920,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_9921,pedestrian_2622874615,Point (126.9910849 37.493036)
walkway_9922,pedestrian_3011650442,Point (127.0432585 37.4752917)
walkway_9923,pedestrian_4184585510,Point (127.0421286 37.4695262)
walkway_9924,pedestrian_1685686459,Point (126.984052 37.4816523)
walkway_9925,pedestrian_3153680663,Point (127.0094331 37.4930819)
walkway_9926,pedestrian_3088424193,Point (126.9950154 37.50588)
walkway_9927,pedestrian_3089166481,Point (127.0090535 37.4872993)
walkway_9928,pedestrian_4184585522,Point (127.0420911 37.4684693)
walkway_9929,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_9930,pedestrian_4185805752,Point (126.9970138 37.4882365)
walkway_9931,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_9932,pedestrian_3827338148,Point (127.0097372 37.4906954)
walkway_9933,pedestrian_2244637675,Point (127.0032639 37.5083279)
walkway_9934,pedestrian_8495297503,Point (127.0226071 37.5024515)
walkway_9935,pedestrian_3153680561,Point (127.0121703 37.4939181)
walkway_9936,pedestrian_12061682135,Point (127.0228615 37.5038149)
walkway_9937,pedestrian_11641428828,Point (127.0035678 37.5056944)
walkway_9938,pedestrian_2511517634,Point (126.9916383 37.4870315)
walkway_9939,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_9940,pedestrian_3827548467,Point (127.0187086 37.4936498)
walkway_9941,pedestrian_2655406570,Point (127.0221264 37.4844294)
walkway_9942,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_9943,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_9944,pedestrian_3153680662,Point (127.0112746 37.4943296)
walkway_9945,pedestrian_2624211600,Point (126.988899 37.4921758)
walkway_9946,pedestrian_3827258457,Point (127.0143377 37.4857559)
walkway_9947,pedestrian_2533109230,Point (126.9859052 37.4976314)
walkway_9948,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9949,pedestrian_8489625326,Point (127.0203614 37.4854268)
walkway_9950,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_9951,pedestrian_9891988058,Point (127.0183821 37.5158356)
walkway_9952,pedestrian_4184585279,Point (127.0487127 37.4731031)
walkway_9953,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9954,pedestrian_3825549664,Point (127.0290187 37.4927368)
walkway_9955,pedestrian_2622810034,Point (126.9963433 37.4985759)
walkway_9956,pedestrian_4184425795,Point (127.0413746 37.4783392)
walkway_9957,pedestrian_3153680662,Point (127.0112746 37.4943296)
walkway_9958,pedestrian_3287124761,Point (127.0003286 37.4807966)
walkway_9959,pedestrian_1685716300,Point (126.9824315 37.4782949)
walkway_9960,pedestrian_2628399840,Point (126.9989466 37.4996362)
walkway_9961,pedestrian_2545067221,Point (126.9936125 37.4863236)
walkway_9962,pedestrian_3827338077,Point (127.004229 37.4869488)
walkway_9963,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_9964,pedestrian_3827548053,Point (127.0162545 37.4928658)
walkway_9965,pedestrian_4184585279,Point (127.0487127 37.4731031)
walkway_9966,pedestrian_6581927926,Point (127.0147676 37.5179571)
walkway_9967,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9968,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_9969,pedestrian_4185991228,Point (126.9893868 37.4791559)
walkway_9970,pedestrian_3011650460,Point (127.0449153 37.4761224)
walkway_9971,pedestrian_4184399727,Point (127.0365154 37.484162)
walkway_9972,pedestrian_3089166486,Point (127.0083783 37.4876403)
walkway_9973,pedestrian_4185715634,Point (127.0062976 37.4825472)
walkway_9974,pedestrian_3030832645,Point (127.0113736 37.4922908)
walkway_9975,pedestrian_8489625326,Point (127.0203614 37.4854268)
walkway_9976,pedestrian_4314829755,Point (127.0713183 37.4579816)
walkway_9977,pedestrian_2655472846,Point (127.019605 37.4858535)
walkway_9978,pedestrian_11221893885,Point (127.0558612 37.4430952)
walkway_9979,pedestrian_3827548050,Point (127.0134891 37.4928032)
walkway_9980,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_9981,pedestrian_4185816724,Point (127.0006484 37.4781149)
walkway_9982,pedestrian_1696934730,Point (126.9957546 37.4829672)
walkway_9983,pedestrian_4184585493,Point (127.0430118 37.4670275)
walkway_9984,pedestrian_436837533,Point (127.0414121 37.4696368)
walkway_9985,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_9986,pedestrian_3011650460,Point (127.0449153 37.4761224)
walkway_9987,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_9988,pedestrian_2932859104,Point (127.0182783 37.4854448)
walkway_9989,pedestrian_1694783202,Point (127.0362983 37.483503)
walkway_9990,pedestrian_4313336513,Point (127.0801242 37.4540489)
walkway_9991,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_9992,pedestrian_3804191049,Point (126.9859948 37.4861402)
walkway_9993,pedestrian_3827338105,Point (127.0091952 37.4884836)
walkway_9994,pedestrian_8489610707,Point (127.0190435 37.4852089)
walkway_9995,pedestrian_2622713691,Point (126.9983159 37.4992582)
walkway_9996,pedestrian_4184585270,Point (127.0415491 37.4678303)
walkway_9997,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_9998,pedestrian_3827548013,Point (127.0127697 37.4914268)
walkway_9999,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_10000,pedestrian_11431861581,Point (127.0002777 37.477776)
walkway_10001,pedestrian_2622809999,Point (126.9970275 37.4987243)
walkway_10002,pedestrian_4184399720,Point (127.0372714 37.4840528)
walkway_10003,pedestrian_1905595377,Point (126.9833586 37.4848661)
walkway_10004,pedestrian_4184585494,Point (127.0426656 37.4667982)
walkway_10005,pedestrian_3827337541,Point (127.0040072 37.4855922)
walkway_10006,pedestrian_2622809990,Point (126.9969997 37.4980969)
walkway_10007,pedestrian_3804191181,Point (126.9831418 37.4874249)
walkway_10008,pedestrian_1696934758,Point (126.9929782 37.4860655)
walkway_10009,pedestrian_4185991267,Point (126.9854314 37.4788103)
walkway_10010,pedestrian_4078144566,Point (126.9819136 37.4772573)
walkway_10011,pedestrian_1925498922,Point (127.0407603 37.4770651)
walkway_10012,pedestrian_3827338125,Point (127.0094573 37.489437)
walkway_10013,pedestrian_4184618640,Point (127.0446341 37.4750867)
walkway_10014,pedestrian_3072865233,Point (127.0186854 37.4972507)
walkway_10015,pedestrian_11431820845,Point (127.0328315 37.4845492)
walkway_10016,pedestrian_3827338064,Point (127.007811 37.4865628)
walkway_10017,pedestrian_9891988058,Point (127.0183821 37.5158356)
walkway_10018,pedestrian_11431820845,Point (127.0328315 37.4845492)
walkway_10019,pedestrian_1696934674,Point (127.0044283 37.4781471)
walkway_10020,pedestrian_9602018666,Point (127.0210328 37.4904177)
walkway_10021,pedestrian_3011650460,Point (127.0449153 37.4761224)
walkway_10022,pedestrian_3011650445,Point (127.043761 37.475929)
walkway_10023,pedestrian_2622713694,Point (126.9983813 37.4986412)
walkway_10024,pedestrian_1925498380,Point (127.0394242 37.4708352)
walkway_10025,pedestrian_3827258463,Point (127.0161392 37.4860641)
walkway_10026,pedestrian_1430674308,Point (127.0114598 37.4823456)
walkway_10027,pedestrian_2110341090,Point (126.9845041 37.4768815)
walkway_10028,pedestrian_1965713727,Point (127.0139583 37.4881672)
walkway_10029,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_10030,pedestrian_8495297503,Point (127.0226071 37.5024515)
walkway_10031,pedestrian_1694784262,Point (127.0405981 37.4849352)
walkway_10032,pedestrian_3634017631,Point (127.0165723 37.4562333)
walkway_10033,pedestrian_8489610707,Point (127.0190435 37.4852089)
walkway_10034,pedestrian_4184399716,Point (127.0395072 37.4846966)
walkway_10035,pedestrian_3011650433,Point (127.0450537 37.4753696)
walkway_10036,pedestrian_1965713692,Point (127.0138006 37.4851642)
walkway_10037,pedestrian_5237800474,Point (127.0238612 37.5033805)
walkway_10038,pedestrian_600377854,Point (127.018434 37.5168542)
walkway_10039,pedestrian_2624211522,Point (126.9879224 37.4967668)
walkway_10040,pedestrian_3827338142,Point (127.0136371 37.4900964)
walkway_10041,pedestrian_1962358590,Point (127.0105465 37.4987971)
walkway_10042,pedestrian_3827548006,Point (127.0123933 37.4912595)
walkway_10043,pedestrian_2295372314,Point (127.0164416 37.4924545)
walkway_10044,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_10045,pedestrian_3011545190,Point (127.0464781 37.4727688)
walkway_10046,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_10047,pedestrian_1694783036,Point (127.0405319 37.4826241)
walkway_10048,pedestrian_2861309352,Point (127.0194211 37.5114785)
walkway_10049,pedestrian_9802796430,Point (126.9986647 37.4989399)
walkway_10050,pedestrian_3112174500,Point (127.0178125 37.4959364)
walkway_10051,pedestrian_9607825935,Point (127.0292189 37.4899644)
walkway_10052,pedestrian_4666832847,Point (126.9835129 37.4793488)
walkway_10053,pedestrian_8485173590,Point (126.9830112 37.4855148)
walkway_10054,pedestrian_3804191186,Point (126.9859903 37.4875102)
walkway_10055,pedestrian_3827548043,Point (127.0115625 37.4923488)
walkway_10056,pedestrian_4184618646,Point (127.0457771 37.4753016)
walkway_10057,pedestrian_1696934714,Point (126.9990351 37.4816342)
walkway_10058,pedestrian_3827548050,Point (127.0134891 37.4928032)
walkway_10059,pedestrian_10220955586,Point (127.0208693 37.4958805)
walkway_10060,pedestrian_3827548029,Point (127.0125694 37.4918812)
walkway_10061,pedestrian_3398354557,Point (127.0457047 37.4735161)
walkway_10062,pedestrian_3827548464,Point (127.0166219 37.493501)
walkway_10063,pedestrian_1696934758,Point (126.9929782 37.4860655)
walkway_10064,pedestrian_1925498856,Point (127.0393321 37.4762287)
walkway_10065,pedestrian_4101372789,Point (126.9834085 37.4818133)
walkway_10066,pedestrian_4146699307,Point (126.9863955 37.4962933)
walkway_10067,pedestrian_3011682726,Point (127.0452789 37.4768608)
walkway_10068,pedestrian_1925498978,Point (127.0371812 37.4777929)
walkway_10069,pedestrian_2295372342,Point (127.0179032 37.4938982)
walkway_10070,pedestrian_4078144566,Point (126.9819136 37.4772573)
walkway_10071,pedestrian_8489517966,Point (127.0179359 37.5142122)
walkway_10072,pedestrian_4182209827,Point (127.0226942 37.5046056)
walkway_10073,pedestrian_1430679233,Point (127.0130608 37.4819712)
walkway_10074,pedestrian_3011545196,Point (127.044296 37.4743107)
walkway_10075,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_10076,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_10077,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_10078,pedestrian_4310005495,Point (127.0124985 37.4883427)
walkway_10079,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_10080,pedestrian_1430674328,Point (127.0105435 37.4812895)
walkway_10081,pedestrian_2932859103,Point (127.0211713 37.4863367)
walkway_10082,pedestrian_2429722055,Point (127.0176657 37.5129527)
walkway_10083,pedestrian_9711448918,Point (127.0271107 37.4950435)
walkway_10084,pedestrian_4185626654,Point (127.0106412 37.5008873)
walkway_10085,pedestrian_2622810007,Point (126.9961509 37.4979292)
walkway_10086,pedestrian_2533109207,Point (126.986216 37.4940278)
walkway_10087,pedestrian_4313280728,Point (127.0584529 37.4434763)
walkway_10088,pedestrian_3132428231,Point (127.0117949 37.4945768)
walkway_10089,pedestrian_4310005495,Point (127.0124985 37.4883427)
walkway_10090,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_10091,pedestrian_4078144566,Point (126.9819136 37.4772573)
walkway_10092,pedestrian_4313280728,Point (127.0584529 37.4434763)
walkway_10093,pedestrian_3153680561,Point (127.0121703 37.4939181)
walkway_10094,pedestrian_7996340644,Point (127.0168358 37.4841266)
walkway_10095,pedestrian_3827338128,Point (127.0079924 37.4895122)
walkway_10096,pedestrian_2477374749,Point (127.0193863 37.5104545)
walkway_10097,pedestrian_4184425795,Point (127.0413746 37.4783392)
walkway_10098,pedestrian_1925498908,Point (127.0405481 37.4768163)
walkway_10099,pedestrian_1696934730,Point (126.9957546 37.4829672)
walkway_10100,pedestrian_1696934730,Point (126.9957546 37.4829672)
walkway_10101,pedestrian_1696934717,Point (126.9964967 37.4818002)
walkway_10102,pedestrian_3827169531,Point (127.0316171 37.4854699)
walkway_10103,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_10104,pedestrian_1925498903,Point (127.0357698 37.476745)
walkway_10105,pedestrian_3825549699,Point (127.0272275 37.4959695)
walkway_10106,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_10107,pedestrian_3092109566,Point (126.9970753 37.483539)
walkway_10108,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_10109,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_10110,pedestrian_2623456334,Point (126.9948126 37.4885431)
walkway_10111,pedestrian_1685579601,Point (126.9825838 37.4805601)
walkway_10112,pedestrian_5412623482,Point (127.0137877 37.5203468)
walkway_10113,pedestrian_4146699307,Point (126.9863955 37.4962933)
walkway_10114,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_10115,pedestrian_1696934713,Point (126.995864 37.4816139)
walkway_10116,pedestrian_2110341085,Point (126.9838203 37.4769887)
walkway_10117,pedestrian_11431861656,Point (127.013663 37.4810425)
walkway_10118,pedestrian_1694783061,Point (127.0411615 37.4828023)
walkway_10119,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_10120,pedestrian_9798531671,Point (127.0049089 37.5046618)
walkway_10121,pedestrian_1925498417,Point (127.0397491 37.4719704)
walkway_10122,pedestrian_2624211580,Point (126.9854601 37.4911341)
walkway_10123,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_10124,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_10125,pedestrian_1925407818,Point (127.0047655 37.4821243)
walkway_10126,pedestrian_8495297507,Point (127.0231994 37.5026378)
walkway_10127,pedestrian_3690640295,Point (127.0307497 37.4873162)
walkway_10128,pedestrian_1905595393,Point (126.9828557 37.4771001)
walkway_10129,pedestrian_3827337512,Point (127.0095095 37.4844424)
walkway_10130,pedestrian_8487511330,Point (127.0078845 37.5138268)
walkway_10131,pedestrian_2388037861,Point (127.0104481 37.4909964)
walkway_10132,pedestrian_2533109216,Point (126.9858596 37.4953015)
walkway_10133,pedestrian_9607825935,Point (127.0292189 37.4899644)
walkway_10134,pedestrian_9691296210,Point (127.0371411 37.4618966)
walkway_10135,pedestrian_3011650460,Point (127.0449153 37.4761224)
walkway_10136,pedestrian_1965713727,Point (127.0139583 37.4881672)
walkway_10137,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_10138,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_10139,pedestrian_8486814112,Point (126.9859881 37.4872288)
walkway_10140,pedestrian_3153832863,Point (127.0128405 37.4941138)
walkway_10141,pedestrian_3153680662,Point (127.0112746 37.4943296)
walkway_10142,pedestrian_6584407684,Point (127.0259938 37.4639757)
walkway_10143,pedestrian_1696934725,Point (126.9945487 37.4824706)
walkway_10144,pedestrian_3827548043,Point (127.0115625 37.4923488)
walkway_10145,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_10146,pedestrian_1696934702,Point (126.9986796 37.4811119)
walkway_10147,pedestrian_1965713727,Point (127.0139583 37.4881672)
walkway_10148,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_10149,pedestrian_2477265753,Point (127.0200649 37.5101355)
walkway_10150,pedestrian_11229661063,Point (126.9824502 37.4881471)
walkway_10151,pedestrian_9852383859,Point (127.0312776 37.4896556)
walkway_10152,pedestrian_3827170269,Point (127.030976 37.4868354)
walkway_10153,pedestrian_3827258462,Point (127.0148442 37.4860075)
walkway_10154,pedestrian_5092061497,Point (127.0606023 37.4546071)
walkway_10155,pedestrian_2110341094,Point (126.9855508 37.4768116)
walkway_10156,pedestrian_3112159940,Point (127.0139403 37.4979746)
walkway_10157,pedestrian_1685716275,Point (126.984052 37.4817943)
walkway_10158,pedestrian_6726077830,Point (127.0095621 37.5076288)
walkway_10159,pedestrian_7996340644,Point (127.0168358 37.4841266)
walkway_10160,pedestrian_6552166589,Point (127.0082428 37.518587)
walkway_10161,pedestrian_11428504910,Point (126.9920863 37.4979959)
walkway_10162,pedestrian_2622810007,Point (126.9961509 37.4979292)
walkway_10163,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_10164,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_10165,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_10166,pedestrian_1696934704,Point (126.9968673 37.4812027)
walkway_10167,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_10168,pedestrian_9891988058,Point (127.0183821 37.5158356)
walkway_10169,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_10170,pedestrian_4184425793,Point (127.0407373 37.4786978)
walkway_10171,pedestrian_3287124761,Point (127.0003286 37.4807966)
walkway_10172,pedestrian_4184585276,Point (127.048842 37.470546)
walkway_10173,pedestrian_4185805739,Point (126.9967555 37.4861919)
walkway_10174,pedestrian_4184585507,Point (127.0424414 37.4681567)
walkway_10175,pedestrian_2623456345,Point (126.9951569 37.4892278)
walkway_10176,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_10177,pedestrian_9891988058,Point (127.0183821 37.5158356)
walkway_10178,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_10179,pedestrian_3153680862,Point (127.0079435 37.4930354)
walkway_10180,pedestrian_3827548026,Point (127.0122445 37.4917565)
walkway_10181,pedestrian_1430655022,Point (127.0255526 37.5005219)
