uuid,vehicle_entrance_uuid,geometry
vehicle_10499,localroad_4181527978,Point (127.0189489 37.5109787)
vehicle_10500,localroad_1694783036,Point (127.0405319 37.4826241)
vehicle_10501,localroad_4185879872,Point (126.9926751 37.4816991)
vehicle_10502,localroad_4184618640,Point (127.0446341 37.4750867)
vehicle_10503,localroad_2103866974,Point (127.0132749 37.4955555)
vehicle_10504,localroad_2429722055,Point (127.0176657 37.5129527)
vehicle_10505,localroad_2861309343,Point (127.0188254 37.5152605)
vehicle_10506,localroad_3571593550,Point (127.0351274 37.4832849)
vehicle_10507,localroad_2429722061,Point (127.0182997 37.5127082)
vehicle_10508,localroad_4101372795,Point (126.9844667 37.4793186)
vehicle_10509,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_10510,localroad_2386012695,Point (127.0138554 37.4887493)
vehicle_10511,localroad_4313280893,Point (127.0574471 37.4453601)
vehicle_10512,localroad_3827671784,Point (127.0214582 37.5055761)
vehicle_10513,localroad_2622713666,Point (126.999094 37.4993808)
vehicle_10514,localroad_1965713723,Point (127.0142296 37.486372)
vehicle_10515,localroad_3693412483,Point (127.0445122 37.4782093)
vehicle_10516,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_10517,localroad_3112174491,Point (127.014187 37.494527)
vehicle_10518,localroad_2477342778,Point (127.0197257 37.5091945)
vehicle_10519,localroad_3571593550,Point (127.0351274 37.4832849)
vehicle_10520,localroad_3089166485,Point (127.0085866 37.4883033)
vehicle_10521,localroad_2244637696,Point (127.0187917 37.515873)
vehicle_10522,localroad_1694783484,Point (127.0380677 37.4836762)
vehicle_10523,localroad_2932859105,Point (127.0275072 37.4941516)
vehicle_10524,localroad_1696934728,Point (126.9951485 37.4827176)
vehicle_10525,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10526,localroad_3011650443,Point (127.0439536 37.4757432)
vehicle_10527,localroad_4185691253,Point (127.0125747 37.4865349)
vehicle_10528,localroad_1925498868,Point (127.0403316 37.4765686)
vehicle_10529,localroad_3827671762,Point (127.0207417 37.5046844)
vehicle_10530,localroad_4865811281,Point (127.0348783 37.483838)
vehicle_10531,localroad_1905595277,Point (126.9837106 37.4862329)
vehicle_10532,localroad_2103866974,Point (127.0132749 37.4955555)
vehicle_10533,localroad_1925498333,Point (127.0408539 37.4692796)
vehicle_10534,localroad_3228035789,Point (127.0350407 37.4645557)
vehicle_10535,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_10536,localroad_1962358589,Point (127.0116707 37.4997092)
vehicle_10537,localroad_3827547999,Point (127.0120304 37.4910981)
vehicle_10538,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_10539,localroad_4634856427,Point (127.0254228 37.4710241)
vehicle_10540,localroad_4184585519,Point (127.0410683 37.4688229)
vehicle_10541,localroad_3827338130,Point (127.0072216 37.4895302)
vehicle_10542,localroad_4101372789,Point (126.9834085 37.4818133)
vehicle_10543,localroad_4666832847,Point (126.9835129 37.4793488)
vehicle_10544,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_10545,localroad_3827258469,Point (127.0144799 37.4864756)
vehicle_10546,localroad_3112159940,Point (127.0139403 37.4979746)
vehicle_10547,localroad_8487547633,Point (127.0098483 37.5174556)
vehicle_10548,localroad_3088424193,Point (126.9950154 37.50588)
vehicle_10549,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_10550,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_10551,localroad_2429722066,Point (127.0200228 37.5119717)
vehicle_10552,localroad_2861578314,Point (127.0188852 37.5137216)
vehicle_10553,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_10554,localroad_3827257120,Point (127.0146974 37.48415)
vehicle_10555,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_10556,localroad_2388037861,Point (127.0104481 37.4909964)
vehicle_10557,localroad_2244637696,Point (127.0187917 37.515873)
vehicle_10558,localroad_1925498593,Point (127.0412995 37.4737851)
vehicle_10559,localroad_3355067046,Point (127.0110786 37.4928796)
vehicle_10560,localroad_2622713694,Point (126.9983813 37.4986412)
vehicle_10561,localroad_2622810001,Point (126.9976503 37.4978263)
vehicle_10562,localroad_4867334996,Point (127.01978 37.5147494)
vehicle_10563,localroad_414683494,Point (127.0371526 37.4617177)
vehicle_10564,localroad_2622767637,Point (127.0043892 37.4985277)
vehicle_10565,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_10566,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_10567,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_10568,localroad_2952016439,Point (127.0441095 37.4713678)
vehicle_10569,localroad_1905595338,Point (126.9829099 37.4843452)
vehicle_10570,localroad_2623456306,Point (126.9934969 37.4905814)
vehicle_10571,localroad_4634773820,Point (127.0210159 37.4655086)
vehicle_10572,localroad_1696934725,Point (126.9945487 37.4824706)
vehicle_10573,localroad_2622809999,Point (126.9970275 37.4987243)
vehicle_10574,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_10575,localroad_3355067061,Point (127.017652 37.4948815)
vehicle_10576,localroad_2623456123,Point (126.9944055 37.4879197)
vehicle_10577,localroad_2623456310,Point (126.9942079 37.4894255)
vehicle_10578,localroad_2477340271,Point (127.0218343 37.5080178)
vehicle_10579,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_10580,localroad_2244637696,Point (127.0187917 37.515873)
vehicle_10581,localroad_2861309349,Point (127.0190906 37.512141)
vehicle_10582,localroad_1694783484,Point (127.0380677 37.4836762)
vehicle_10583,localroad_1696934741,Point (126.9950303 37.4841061)
vehicle_10584,localroad_2533109222,Point (126.9837917 37.4964609)
vehicle_10585,localroad_3030832644,Point (127.0100052 37.491878)
vehicle_10586,localroad_3827548497,Point (127.0141856 37.4968824)
vehicle_10587,localroad_3089166491,Point (127.0104015 37.4845264)
vehicle_10588,localroad_1925498414,Point (127.0402269 37.4719781)
vehicle_10589,localroad_1685686382,Point (126.9867986 37.4835509)
vehicle_10590,localroad_3827257113,Point (127.0215718 37.4839477)
vehicle_10591,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10592,localroad_1430655026,Point (127.0217224 37.5021744)
vehicle_10593,localroad_4184070815,Point (127.025013 37.495296)
vehicle_10594,localroad_3800522728,Point (127.0221028 37.4913836)
vehicle_10595,localroad_2861578314,Point (127.0188852 37.5137216)
vehicle_10596,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_10597,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_10598,localroad_3011650460,Point (127.0449153 37.4761224)
vehicle_10599,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10600,localroad_3030832643,Point (127.008707 37.4914723)
vehicle_10601,localroad_3088864938,Point (127.0172885 37.5153735)
vehicle_10602,localroad_1905595277,Point (126.9837106 37.4862329)
vehicle_10603,localroad_2533109229,Point (126.985241 37.4974979)
vehicle_10604,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10605,localroad_3492880693,Point (127.0244624 37.4867523)
vehicle_10606,localroad_3492836195,Point (127.0162238 37.4824388)
vehicle_10607,localroad_7888195561,Point (127.0079379 37.4914093)
vehicle_10608,localroad_2511519002,Point (126.9909462 37.488094)
vehicle_10609,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_10610,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_10611,localroad_4184399723,Point (127.0370391 37.4843943)
vehicle_10612,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10613,localroad_2623456115,Point (126.9928572 37.4903263)
vehicle_10614,localroad_436843482,Point (127.0398559 37.4785947)
vehicle_10615,localroad_2623456247,Point (126.9927206 37.4929897)
vehicle_10616,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_10617,localroad_3719486100,Point (126.9963022 37.4845936)
vehicle_10618,localroad_3827170285,Point (127.0319728 37.4871388)
vehicle_10619,localroad_4184618646,Point (127.0457771 37.4753016)
vehicle_10620,localroad_2622713689,Point (127.0000741 37.4992484)
vehicle_10621,localroad_2509978199,Point (126.9921346 37.4900382)
vehicle_10622,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_10623,localroad_1696934710,Point (126.99523 37.4814271)
vehicle_10624,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_10625,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_10626,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_10627,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_10628,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_10629,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_10630,localroad_3827258530,Point (127.017127 37.4880777)
vehicle_10631,localroad_4185626652,Point (127.0105994 37.510362)
vehicle_10632,localroad_436861025,Point (127.0355202 37.4739513)
vehicle_10633,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_10634,localroad_2861410667,Point (127.0087377 37.5164933)
vehicle_10635,localroad_3153687261,Point (127.0137607 37.4933014)
vehicle_10636,localroad_2295372311,Point (127.014109 37.4913073)
vehicle_10637,localroad_3827337513,Point (127.0089608 37.4846267)
vehicle_10638,localroad_2477340274,Point (127.0216284 37.5068584)
vehicle_10639,localroad_600377854,Point (127.018434 37.5168542)
vehicle_10640,localroad_1925498914,Point (127.0368538 37.4769532)
vehicle_10641,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10642,localroad_3827338126,Point (127.009668 37.4895076)
vehicle_10643,localroad_4184424785,Point (127.0433348 37.4800936)
vehicle_10644,localroad_571448678,Point (127.0284792 37.4944511)
vehicle_10645,localroad_4182209827,Point (127.0226942 37.5046056)
vehicle_10646,localroad_9882864417,Point (126.9862463 37.4765526)
vehicle_10647,localroad_1694782527,Point (127.0388561 37.47956)
vehicle_10648,localroad_3827548461,Point (127.015206 37.4932266)
vehicle_10649,localroad_4181527973,Point (127.0191068 37.5122188)
vehicle_10650,localroad_4666832847,Point (126.9835129 37.4793488)
vehicle_10651,localroad_1430674305,Point (127.0118434 37.4801386)
vehicle_10652,localroad_2368063915,Point (127.0123121 37.488771)
vehicle_10653,localroad_436882900,Point (127.0299475 37.4890431)
vehicle_10654,localroad_3112159940,Point (127.0139403 37.4979746)
vehicle_10655,localroad_2477340277,Point (127.020835 37.5040719)
vehicle_10656,localroad_1430674297,Point (127.0089442 37.4829842)
vehicle_10657,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_10658,localroad_3827257149,Point (127.0167957 37.4855765)
vehicle_10659,localroad_4309803037,Point (127.0433889 37.4761937)
vehicle_10660,localroad_4865811281,Point (127.0348783 37.483838)
vehicle_10661,localroad_562451108,Point (127.0255286 37.4649231)
vehicle_10662,localroad_571448678,Point (127.0284792 37.4944511)
vehicle_10663,localroad_1694783066,Point (127.0383718 37.4829058)
vehicle_10664,localroad_436841230,Point (127.0137152 37.5151987)
vehicle_10665,localroad_1962358626,Point (127.0108823 37.5022697)
vehicle_10666,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10667,localroad_3011650435,Point (127.0433528 37.4746306)
vehicle_10668,localroad_4185715621,Point (127.0058814 37.4817311)
vehicle_10669,localroad_2533109220,Point (126.9847895 37.4964536)
vehicle_10670,localroad_3088864935,Point (127.0185655 37.5157992)
vehicle_10671,localroad_4184618629,Point (127.0395576 37.4731495)
vehicle_10672,localroad_2429722078,Point (127.0204348 37.5108876)
vehicle_10673,localroad_1905595393,Point (126.9828557 37.4771001)
vehicle_10674,localroad_3690640321,Point (127.0301884 37.4884991)
vehicle_10675,localroad_2388037860,Point (127.0130799 37.4920773)
vehicle_10676,localroad_3827608184,Point (127.0194471 37.5031026)
vehicle_10677,localroad_4184585515,Point (127.0433502 37.4688442)
vehicle_10678,localroad_571448678,Point (127.0284792 37.4944511)
vehicle_10679,localroad_3089746782,Point (127.0104726 37.4830035)
vehicle_10680,localroad_8486844866,Point (126.9840401 37.4813882)
vehicle_10681,localroad_927737288,Point (127.0439849 37.4682603)
vehicle_10682,localroad_2295372304,Point (127.0183638 37.4940381)
vehicle_10683,localroad_3827257123,Point (127.0188513 37.4843796)
vehicle_10684,localroad_3827169496,Point (127.0295627 37.4852267)
vehicle_10685,localroad_3462555794,Point (126.9993924 37.4787953)
vehicle_10686,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_10687,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_10688,localroad_3827169496,Point (127.0295627 37.4852267)
vehicle_10689,localroad_436816899,Point (127.0070822 37.5108092)
vehicle_10690,localroad_4185691253,Point (127.0125747 37.4865349)
vehicle_10691,localroad_2817764779,Point (127.043397 37.4661185)
vehicle_10692,localroad_4147053966,Point (127.0059882 37.5070592)
vehicle_10693,localroad_2690624940,Point (127.0258925 37.4955636)
vehicle_10694,localroad_3827672497,Point (127.0185643 37.5085627)
vehicle_10695,localroad_2368063911,Point (127.0134044 37.4913877)
vehicle_10696,localroad_3825549659,Point (127.0289835 37.4910256)
vehicle_10697,localroad_436844215,Point (126.998817 37.4796936)
vehicle_10698,localroad_3827547990,Point (127.0137381 37.4895104)
vehicle_10699,localroad_3088424193,Point (126.9950154 37.50588)
vehicle_10700,localroad_2622874656,Point (126.9900713 37.4951043)
vehicle_10701,localroad_3825549699,Point (127.0272275 37.4959695)
vehicle_10702,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10703,localroad_3242832581,Point (127.0082199 37.489053)
vehicle_10704,localroad_2511519005,Point (126.9915519 37.4883442)
vehicle_10705,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_10706,localroad_4107783310,Point (126.9963924 37.486061)
vehicle_10707,localroad_3153680664,Point (127.0091361 37.4934054)
vehicle_10708,localroad_3242832577,Point (127.0045169 37.4887173)
vehicle_10709,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_10710,localroad_3242832581,Point (127.0082199 37.489053)
vehicle_10711,localroad_3826341157,Point (127.0304381 37.4898085)
vehicle_10712,localroad_1685694961,Point (126.9845423 37.477552)
vehicle_10713,localroad_3827548035,Point (127.0135722 37.4921282)
vehicle_10714,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_10715,localroad_1696934717,Point (126.9964967 37.4818002)
vehicle_10716,localroad_2509978764,Point (126.9915271 37.4910431)
vehicle_10717,localroad_2622874586,Point (126.991374 37.498158)
vehicle_10718,localroad_2533109209,Point (126.9905327 37.4942221)
vehicle_10719,localroad_8485173590,Point (126.9830112 37.4855148)
vehicle_10720,localroad_4865811287,Point (127.0399672 37.4686621)
vehicle_10721,localroad_3827337538,Point (127.0032676 37.4854877)
vehicle_10722,localroad_3825549662,Point (127.0305403 37.4915149)
vehicle_10723,localroad_2533109216,Point (126.9858596 37.4953015)
vehicle_10724,localroad_2368063911,Point (127.0134044 37.4913877)
vehicle_10725,localroad_4184425790,Point (127.0428465 37.4795283)
vehicle_10726,localroad_2622713683,Point (126.9983333 37.4977959)
vehicle_10727,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_10728,localroad_2932859105,Point (127.0275072 37.4941516)
vehicle_10729,localroad_9717256584,Point (127.0152698 37.4927767)
vehicle_10730,localroad_927737288,Point (127.0439849 37.4682603)
vehicle_10731,localroad_2477340264,Point (127.0218367 37.5084056)
vehicle_10732,localroad_2622713693,Point (126.9990333 37.4985986)
vehicle_10733,localroad_2429722078,Point (127.0204348 37.5108876)
vehicle_10734,localroad_3804191238,Point (126.9864987 37.490061)
vehicle_10735,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10736,localroad_2623456247,Point (126.9927206 37.4929897)
vehicle_10737,localroad_3827548461,Point (127.015206 37.4932266)
vehicle_10738,localroad_1905595377,Point (126.9833586 37.4848661)
vehicle_10739,localroad_3690640295,Point (127.0307497 37.4873162)
vehicle_10740,localroad_436837056,Point (126.9979682 37.4949993)
vehicle_10741,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_10742,localroad_3827257117,Point (127.0141351 37.4840597)
vehicle_10743,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_10744,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_10745,localroad_4185920067,Point (126.9887881 37.4783429)
vehicle_10746,localroad_2861309353,Point (127.0195732 37.5111674)
vehicle_10747,localroad_1694782781,Point (127.0411075 37.4813775)
vehicle_10748,localroad_3727772781,Point (127.0304993 37.4740026)
vehicle_10749,localroad_4184399721,Point (127.0378371 37.4841992)
vehicle_10750,localroad_3827337533,Point (127.0099996 37.4853564)
vehicle_10751,localroad_3011650460,Point (127.0449153 37.4761224)
vehicle_10752,localroad_3827548460,Point (127.0180394 37.493222)
vehicle_10753,localroad_2622713694,Point (126.9983813 37.4986412)
vehicle_10754,localroad_6205230772,Point (127.0569011 37.4569379)
vehicle_10755,localroad_4182209839,Point (127.0227046 37.5043539)
vehicle_10756,localroad_3011650445,Point (127.043761 37.475929)
vehicle_10757,localroad_436817738,Point (127.0115903 37.5024989)
